country_of_citizenship,continent,region,number_of_active_students,male,female,associate,bachelors,doctorate,flight_training,high_school,language_training,masters,other,other_vocational_school,primary,secondary,ak,al,ar,az,ca,co,ct,dc,de,fl,ga,gu,hi,ia,id,il,in,ks,ky,la,ma,md,me,mi,mn,mo,mp,ms,mt,nc,nd,ne,nh,nj,nm,nv,ny,oh,ok,or,pa,pr,ri,sc,sd,tn,tx,ut,va,vi,vt,wa,wi,wv,wy,month_year,date,active_students,flight_school
CURACAO,North America,Caribbean,NA,58,36,4,50,3,NA,0,1,16,0,1,2,15,0,1,2,0,2,0,0,0,0,27,5,0,0,0,0,0,0,0,0,3,1,0,0,0,1,5,0,1,0,1,0,29,0,0,0,0,4,1,2,0,1,0,0,1,0,5,0,1,1,0,0,0,0,0,0,may-2024,2024-05-01,94,2
CYPRUS,Asia,Western Asia,NA,272,157,11,243,64,NA,0,3,84,8,0,1,15,0,3,1,5,59,2,5,7,1,26,13,0,0,4,0,16,16,7,4,5,39,10,2,6,4,3,0,2,0,9,1,0,2,13,0,1,79,7,0,3,24,0,5,3,1,6,14,2,6,0,1,3,6,3,0,may-2024,2024-05-01,429,0
CZECH REPUBLIC,Europe,Eastern Europe,NA,506,499,66,489,68,NA,0,29,160,36,3,12,141,4,16,6,12,102,22,23,11,6,114,26,0,20,5,5,30,19,12,14,6,64,6,17,36,12,11,0,7,1,26,1,9,12,14,1,2,118,13,10,3,39,0,5,10,4,10,44,9,20,1,6,13,23,5,0,may-2024,2024-05-01,1005,1
DENMARK,Europe,Northern Europe,NA,465,400,71,461,76,NA,0,16,139,41,13,1,45,0,3,11,16,147,10,16,10,4,55,24,0,15,22,3,16,15,3,16,8,53,7,4,12,6,12,0,13,2,35,1,12,1,16,3,1,108,14,9,10,29,0,5,11,2,11,35,18,19,0,2,11,2,6,1,may-2024,2024-05-01,865,2
DJIBOUTI,Africa,Eastern Africa,NA,1,2,1,1,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,may-2024,2024-05-01,3,0
DOMINICA,North America,Caribbean,NA,173,320,24,246,55,NA,0,5,146,1,0,0,16,1,2,10,3,24,2,1,5,2,47,11,0,1,2,0,32,2,4,2,70,12,9,0,1,2,5,0,2,0,6,1,0,1,7,0,0,51,6,1,2,7,0,1,0,1,4,131,3,5,8,0,0,5,1,0,may-2024,2024-05-01,493,0
DOMINICAN REPUBLIC,North America,Caribbean,NA,1444,1034,354,1192,73,NA,0,229,307,56,8,7,244,0,95,16,16,42,12,41,35,6,467,93,0,0,33,19,89,45,40,24,15,243,19,4,75,14,43,0,6,0,51,2,30,7,61,7,0,266,22,45,6,80,45,38,33,2,37,95,84,42,0,3,12,10,6,2,may-2024,2024-05-01,2478,8
ECUADOR,South America,South America,NA,2375,2398,574,1556,404,NA,0,1143,808,213,16,3,43,1,42,9,39,255,46,64,57,17,946,98,0,11,50,38,200,84,33,54,51,236,39,11,51,43,61,0,20,4,112,4,22,8,223,13,10,622,76,23,21,122,20,13,34,8,22,265,382,102,0,2,52,39,14,4,may-2024,2024-05-01,4773,13
EGYPT,Africa,Northern Africa,NA,2992,1286,231,1328,1537,NA,1,171,871,78,3,3,31,0,46,24,112,419,35,57,43,9,321,82,0,5,108,14,182,137,32,78,64,240,54,9,128,109,59,0,30,3,107,24,31,11,102,16,7,384,175,30,25,241,2,11,21,21,62,275,34,168,0,3,53,47,16,12,may-2024,2024-05-01,4278,24
EL SALVADOR,North America,Central America,NA,578,645,128,650,75,NA,0,104,213,24,2,4,20,0,12,43,15,118,6,10,28,0,124,39,0,2,12,11,49,49,6,14,24,74,19,8,14,18,20,0,4,0,47,0,7,1,10,1,4,74,17,37,7,33,6,7,2,0,14,134,38,47,0,0,10,8,0,0,may-2024,2024-05-01,1223,3
EQUATORIAL GUINEA,Africa,Central Africa,NA,152,178,85,72,3,NA,0,139,22,5,0,0,3,0,7,1,1,14,0,1,4,0,4,8,0,0,1,0,3,0,1,0,0,3,3,0,3,3,1,0,0,0,3,0,1,0,2,0,1,6,4,0,3,15,0,0,0,0,0,222,2,8,0,0,5,0,0,0,may-2024,2024-05-01,330,1
ERITREA,Africa,Eastern Africa,NA,46,35,5,12,16,NA,0,0,43,2,0,0,2,0,0,1,0,16,0,2,0,0,6,0,0,0,20,0,2,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,5,0,5,3,1,1,0,0,1,0,0,0,4,1,3,0,0,2,0,0,0,may-2024,2024-05-01,81,1
ESTONIA,Europe,Northern Europe,NA,99,97,9,120,21,NA,0,5,24,9,1,0,7,3,2,2,3,38,1,1,1,0,17,2,0,2,1,1,6,4,3,0,0,23,1,1,2,3,1,0,0,0,2,1,2,1,2,2,1,17,2,3,0,9,0,1,3,3,4,14,0,4,0,1,4,1,1,0,may-2024,2024-05-01,196,0
ETHIOPIA,Africa,Eastern Africa,NA,1796,1747,224,2021,393,NA,0,9,733,23,0,5,135,0,17,9,40,157,41,52,65,5,52,118,0,1,278,17,157,48,25,78,9,159,110,9,110,556,108,0,28,8,57,13,33,10,22,6,16,164,115,26,24,163,0,9,11,121,55,129,4,174,0,0,83,34,16,1,may-2024,2024-05-01,3543,0
FAROE ISLANDS,Europe,Northern Europe,NA,0,2,0,2,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,may-2024,2024-05-01,2,0
FIJI,Australia&Pacific Islands,Melanesia,NA,36,39,14,27,9,NA,0,2,18,4,0,0,1,0,0,1,0,13,0,0,1,0,7,1,0,4,0,0,0,0,4,1,0,6,3,0,3,1,0,0,0,0,1,0,0,0,0,0,0,8,0,0,2,3,0,0,2,1,0,1,8,0,0,0,4,0,0,0,may-2024,2024-05-01,75,0
FINLAND,Europe,Northern Europe,NA,279,262,26,294,32,NA,0,7,85,28,3,3,62,1,6,2,3,59,9,13,2,2,24,15,0,7,1,3,7,4,4,3,7,36,7,4,17,10,4,0,2,0,16,1,1,9,11,3,0,73,9,4,4,31,1,6,5,4,11,28,10,27,0,12,4,7,11,1,may-2024,2024-05-01,541,1
FRANCE,Europe,Western Europe,NA,4798,3888,627,2899,812,NA,0,575,2286,1042,29,14,340,1,85,29,136,1937,62,87,94,24,545,232,1,58,58,17,330,110,87,60,76,641,66,24,109,52,113,0,28,9,471,4,22,38,117,29,28,1592,120,65,42,221,8,35,94,3,67,307,101,73,0,20,66,61,26,5,may-2024,2024-05-01,8686,62
FRENCH GUIANA,South America,South America,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,may-2024,2024-05-01,0,0
FRENCH POLYNESIA,Australia&Pacific Islands,Polynesia,NA,10,5,1,12,0,NA,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,may-2024,2024-05-01,15,0
GABON,Africa,Central Africa,NA,153,165,81,125,12,NA,0,57,38,3,0,0,2,0,2,0,3,16,1,0,9,1,9,11,0,0,1,0,2,4,2,3,7,11,18,2,3,3,1,0,0,0,6,0,4,0,3,0,1,21,3,10,5,3,0,0,0,1,5,134,3,9,0,0,1,0,0,0,may-2024,2024-05-01,318,0
"GAMBIA, THE",Africa,Western Africa,NA,285,178,90,105,43,NA,0,3,203,7,1,0,11,0,2,2,6,17,5,15,16,0,8,22,0,0,9,4,38,11,1,8,2,12,10,2,12,38,10,0,4,0,10,3,15,1,6,0,0,31,44,6,3,11,0,1,2,2,3,29,3,6,0,0,14,18,1,0,may-2024,2024-05-01,463,0
GAZA STRIP,Asia,Western Asia,NA,88,40,10,66,26,NA,0,1,24,1,0,0,0,0,2,1,1,10,2,0,1,0,6,2,0,0,2,2,3,4,1,2,0,10,2,1,12,3,1,0,1,0,1,0,1,1,2,0,0,9,6,2,4,5,0,0,0,0,1,6,1,11,0,1,4,1,3,0,may-2024,2024-05-01,128,0
GEORGIA,Asia,Western Asia,NA,484,494,50,439,140,NA,0,34,258,18,0,0,39,0,2,3,10,121,2,13,26,0,37,22,0,0,8,0,49,21,7,6,3,88,8,2,13,11,13,0,2,1,18,1,1,6,29,3,1,256,23,1,5,79,0,5,3,0,11,16,4,31,0,1,12,2,1,1,may-2024,2024-05-01,978,0
GERMANY,Europe,Western Europe,NA,4580,3888,569,3306,1137,NA,0,189,1764,524,112,24,775,11,92,34,151,1509,102,188,96,21,652,192,0,130,138,47,274,118,80,81,60,625,76,63,154,72,181,0,50,28,253,14,47,54,159,37,12,952,169,64,118,293,1,40,130,17,118,241,68,138,0,27,116,114,52,9,may-2024,2024-05-01,8468,68
GHANA,Africa,Western Africa,NA,6922,3690,419,1970,2773,NA,0,13,5214,83,3,12,113,9,181,100,217,269,105,213,187,83,297,337,0,2,190,92,637,288,123,118,224,548,201,121,456,231,399,0,114,64,350,109,77,61,168,172,45,516,925,130,60,363,0,26,85,67,314,623,109,301,0,41,69,114,36,45,may-2024,2024-05-01,10612,12
GIBRALTAR,Europe,Southern Europe,NA,3,1,1,2,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,may-2024,2024-05-01,4,0
GREECE,Europe,Southern Europe,NA,1350,1036,71,910,807,NA,0,17,503,58,3,0,16,0,19,3,17,253,5,55,49,14,104,59,0,2,14,3,150,50,7,13,11,346,53,5,55,29,12,0,2,1,44,0,7,16,81,4,2,430,35,9,4,141,0,29,9,3,29,110,7,49,0,6,12,23,3,2,may-2024,2024-05-01,2386,1
GREENLAND,North America,Northern America,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,may-2024,2024-05-01,0,0
GRENADA,North America,Caribbean,NA,116,118,29,120,22,NA,0,2,47,10,0,0,4,0,0,2,5,8,2,1,8,0,11,7,0,0,3,0,36,6,7,1,6,4,4,4,3,3,9,0,1,0,6,0,0,0,1,2,0,35,4,1,0,11,1,0,5,0,2,28,0,2,0,1,2,0,2,0,may-2024,2024-05-01,234,0
GUADELOUPE,North America,Caribbean,NA,2,1,0,2,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,may-2024,2024-05-01,3,0
GUATEMALA,North America,Central America,NA,777,642,99,762,132,NA,0,72,227,27,3,8,76,1,20,31,18,86,15,16,18,1,164,72,0,4,12,25,58,55,11,18,27,98,14,7,23,26,11,0,11,1,23,3,9,5,18,4,4,78,25,13,5,68,4,5,7,2,23,137,81,32,0,4,8,9,3,6,may-2024,2024-05-01,1419,13
GUERNSEY,Europe,Northern Europe,NA,2,0,0,2,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,may-2024,2024-05-01,2,0
GUINEA,Africa,Western Africa,NA,82,27,18,39,2,NA,0,18,17,3,0,1,11,1,0,1,0,6,3,2,4,1,6,9,0,0,1,0,4,0,1,1,0,8,3,0,2,2,6,0,1,0,1,1,0,0,3,0,0,27,1,1,0,3,0,1,0,0,0,3,2,0,0,0,3,1,0,0,may-2024,2024-05-01,109,0
GUINEA-BISSAU,Africa,Western Africa,NA,9,2,1,5,2,NA,0,2,0,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,may-2024,2024-05-01,11,0
GUYANA,South America,South America,NA,173,276,78,217,41,NA,0,8,78,8,1,3,4,0,4,1,2,15,0,3,14,3,77,12,0,0,4,5,3,3,9,2,3,9,8,1,7,1,6,0,4,0,4,2,2,1,19,3,0,144,16,4,3,15,0,1,4,1,3,11,7,5,1,2,3,2,0,0,may-2024,2024-05-01,449,11
HAITI,North America,Caribbean,NA,489,346,122,428,76,NA,0,19,150,13,0,5,22,0,11,56,4,21,8,12,6,2,171,27,0,0,24,6,23,14,12,12,8,53,9,5,20,10,15,0,1,4,16,1,3,3,11,3,0,75,17,14,3,19,23,5,22,4,17,27,10,16,0,0,3,4,5,0,may-2024,2024-05-01,835,0
HONDURAS,North America,Central America,NA,1336,1629,338,1493,207,NA,0,268,548,53,4,4,44,1,37,49,12,91,18,14,28,0,459,120,0,1,31,21,92,98,29,41,164,106,21,1,45,21,43,0,43,0,120,7,8,4,25,6,6,132,44,51,10,77,32,3,17,11,151,385,181,71,0,2,20,12,4,0,may-2024,2024-05-01,2965,6
HONG KONG,Asia,Eastern Asia,NA,3154,2648,269,2588,651,NA,0,51,1203,146,12,102,620,0,13,2,210,1505,22,156,44,8,66,170,2,49,8,43,271,101,10,9,4,653,99,9,125,51,38,0,1,1,64,1,2,48,74,2,9,819,66,7,20,286,0,46,5,3,16,98,93,65,0,14,347,46,1,0,may-2024,2024-05-01,5802,160
HUNGARY,Europe,Eastern Europe,NA,444,480,53,502,80,NA,0,26,152,28,7,2,72,3,2,8,19,136,6,17,5,0,99,31,0,8,12,4,29,18,16,9,1,53,7,15,24,13,15,0,3,1,17,0,6,5,20,7,9,125,16,9,3,35,0,7,11,3,19,24,6,21,0,4,4,10,7,2,may-2024,2024-05-01,924,2
ICELAND,Europe,Northern Europe,NA,166,189,11,220,24,NA,0,0,82,10,1,0,6,0,4,2,3,38,6,7,3,3,36,16,0,2,5,1,5,10,6,4,3,29,3,2,7,5,5,0,3,2,15,0,0,1,4,2,1,47,9,4,1,12,0,1,7,5,6,14,0,9,0,1,3,2,1,0,may-2024,2024-05-01,355,1
INDIA,Asia,Southern Asia,NA,219934,131343,2565,35279,26298,NA,0,1037,283115,1841,66,10,204,25,4097,2545,12315,29443,2816,9783,1848,2658,10459,7531,0,38,1188,172,21919,10475,2877,14572,932,24465,6061,171,14546,3027,18221,3,1081,66,6627,228,656,4307,11984,347,226,33171,14010,2393,1289,12250,11,531,1763,585,3821,39043,936,6569,0,80,2791,4071,210,44,may-2024,2024-05-01,351277,862
INDONESIA,Asia,South-Eastern Asia,NA,3655,3279,718,3811,550,NA,0,98,1462,204,5,6,69,2,30,19,67,2071,58,39,43,6,101,147,0,19,52,5,369,191,47,44,15,603,65,4,239,70,38,0,12,2,46,3,8,18,43,9,4,617,56,33,145,184,0,92,18,3,24,207,46,63,1,3,828,93,6,26,may-2024,2024-05-01,6934,11
IRAN,Asia,Southern Asia,NA,5905,5819,128,494,8524,NA,0,77,2380,86,0,1,34,1,208,60,265,1239,163,162,61,70,525,244,0,19,251,37,575,221,141,113,202,573,211,42,325,139,223,0,59,22,255,57,113,57,264,104,124,724,439,241,123,569,0,42,183,31,154,1159,152,406,0,37,125,142,49,23,may-2024,2024-05-01,11724,0
IRAQ,Asia,Western Asia,NA,270,124,15,124,133,NA,0,16,83,11,0,0,7,0,2,13,8,23,5,5,5,1,19,3,0,0,4,7,10,7,8,6,4,18,1,2,27,11,18,0,3,0,8,2,6,3,3,6,0,20,25,9,6,24,0,3,1,1,3,30,2,19,0,1,5,3,2,2,may-2024,2024-05-01,394,5
IRELAND,Europe,Northern Europe,NA,766,489,72,579,138,NA,0,0,363,61,5,0,30,0,19,6,14,107,14,39,12,3,53,26,0,1,29,9,36,69,14,31,11,117,15,6,28,5,22,0,11,4,25,3,7,6,40,5,2,162,27,19,6,60,0,15,11,3,42,64,2,26,0,0,7,15,4,3,may-2024,2024-05-01,1255,7
ISLE OF MAN,Europe,Northern Europe,NA,3,3,0,4,0,NA,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,may-2024,2024-05-01,6,0
ISRAEL,Asia,Western Asia,NA,1709,877,160,918,309,NA,0,74,500,514,7,2,69,0,11,4,25,276,18,43,19,1,203,32,0,5,11,2,77,24,9,12,10,227,55,7,35,15,10,0,4,1,31,1,4,5,74,10,3,1015,22,2,15,103,0,10,7,1,7,66,7,22,0,1,17,12,12,3,may-2024,2024-05-01,2586,33
ITALY,Europe,Southern Europe,NA,4056,3247,486,2461,1287,NA,0,347,1720,359,35,6,523,4,42,22,124,1094,55,115,91,10,791,124,0,18,49,23,381,128,53,61,35,663,82,43,128,50,138,1,24,8,185,9,27,30,208,21,18,1192,98,46,36,267,6,57,51,8,51,268,94,88,0,12,60,66,41,7,may-2024,2024-05-01,7303,79
JAMAICA,North America,Caribbean,NA,1592,2515,826,2137,333,NA,0,8,681,33,9,5,54,2,74,40,29,98,19,87,192,23,850,129,0,3,31,32,65,57,64,30,50,121,118,39,81,40,95,0,54,0,120,11,15,14,137,36,6,535,85,31,7,137,0,15,133,14,65,163,19,83,1,3,13,19,20,2,may-2024,2024-05-01,4107,21
JAPAN,Asia,Eastern Asia,NA,8303,7903,2044,5370,954,NA,0,3048,2224,1016,99,71,1034,1,76,148,334,4566,75,164,128,12,487,149,12,915,147,43,474,172,183,104,21,1038,93,50,204,259,171,1,40,9,150,111,185,61,111,23,88,1952,303,85,389,398,1,52,27,11,118,412,288,105,0,36,979,183,36,26,may-2024,2024-05-01,16206,346
JERSEY,Europe,Northern Europe,NA,4,3,0,5,0,NA,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,may-2024,2024-05-01,7,0
JORDAN,Asia,Western Asia,NA,2500,943,290,766,892,NA,0,333,1013,128,0,3,16,0,41,21,45,323,21,28,55,13,195,53,0,1,93,7,304,105,30,53,42,127,19,5,178,39,31,0,34,2,78,6,27,16,79,27,2,256,175,28,16,115,1,8,13,6,37,354,26,194,0,7,32,60,8,7,may-2024,2024-05-01,3443,2
KAZAKHSTAN,Asia,Central Asia,NA,1657,1730,168,1243,309,NA,0,505,887,138,1,2,133,1,13,13,91,575,26,39,50,3,287,41,0,1,20,4,198,81,12,18,4,392,25,15,51,26,14,0,6,2,39,2,3,14,145,4,2,537,46,12,20,173,0,8,8,1,18,148,33,67,0,4,54,36,2,3,may-2024,2024-05-01,3387,1
KENYA,Africa,Eastern Africa,NA,2804,2892,974,2201,651,NA,0,20,1629,71,3,7,132,6,130,40,91,280,49,97,59,58,156,136,0,3,94,16,243,102,140,89,66,301,93,24,242,315,256,0,27,6,181,12,30,58,129,27,10,260,187,131,55,274,0,31,38,44,123,364,30,160,0,19,317,68,21,8,may-2024,2024-05-01,5696,8
KIRIBATI,Australia&Pacific Islands,Micronesia,NA,5,1,0,1,1,NA,0,0,3,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,may-2024,2024-05-01,6,0
KOSOVO,Europe,Southern Europe,NA,106,120,27,115,29,NA,0,8,43,2,0,0,2,0,0,1,4,18,4,8,4,0,7,4,0,0,11,1,12,2,1,2,3,12,2,2,3,3,1,0,2,0,5,0,0,2,7,0,2,48,5,0,0,9,0,1,1,0,1,18,0,13,0,1,2,3,0,1,may-2024,2024-05-01,226,0
KUWAIT,Asia,Western Asia,NA,3580,1122,67,3149,254,NA,0,502,561,160,0,0,6,0,37,0,518,674,572,58,63,5,293,17,0,0,16,2,49,44,51,13,2,178,13,6,126,13,121,0,0,5,53,1,21,1,189,31,0,167,150,80,219,391,0,12,6,0,5,115,11,274,0,1,16,9,70,4,may-2024,2024-05-01,4702,3
KYRGYZSTAN,Asia,Central Asia,NA,846,724,331,552,29,NA,0,188,307,137,2,7,16,0,10,5,30,334,3,6,27,2,84,7,0,0,1,2,300,16,1,5,3,31,7,0,7,5,21,0,4,1,7,0,2,1,19,0,1,90,16,4,9,74,0,1,1,2,5,175,3,39,0,1,205,3,0,0,may-2024,2024-05-01,1570,1
LAOS,Asia,South-Eastern Asia,NA,79,85,29,61,1,NA,0,29,19,7,0,7,11,0,1,1,2,45,0,6,0,0,4,5,0,0,2,1,7,0,0,0,2,3,2,1,4,17,4,0,0,0,1,0,0,1,0,0,1,7,0,1,5,1,0,0,3,0,8,11,6,2,0,0,8,1,1,0,may-2024,2024-05-01,164,0
LATVIA,Europe,Northern Europe,NA,160,165,27,172,26,NA,0,11,60,4,1,0,23,1,5,0,6,38,7,10,2,1,27,4,0,0,3,2,19,7,4,1,7,19,4,2,4,2,6,0,1,0,7,8,3,3,4,3,1,34,10,2,0,17,0,2,4,1,7,17,1,7,0,3,4,3,2,0,may-2024,2024-05-01,325,1
LEBANON,Asia,Western Asia,NA,1076,753,97,503,599,NA,0,16,572,27,2,0,11,0,11,2,31,204,12,25,35,3,78,57,0,1,18,2,72,48,14,27,10,194,19,6,139,22,20,0,4,1,31,4,1,11,37,6,11,172,74,16,7,97,0,6,26,2,22,140,9,70,0,7,15,7,3,0,may-2024,2024-05-01,1829,2
LESOTHO,Africa,Southern Africa,NA,40,30,6,36,14,NA,0,0,14,0,0,0,0,0,1,1,0,1,0,1,2,0,2,1,0,1,7,3,3,8,0,1,0,5,1,1,0,4,2,0,0,0,3,0,0,1,0,0,0,4,4,5,0,2,0,0,0,0,2,2,0,0,0,1,1,0,0,0,may-2024,2024-05-01,70,0
LIBERIA,Africa,Western Africa,NA,171,159,37,136,31,NA,0,0,100,4,0,4,18,0,3,1,6,13,1,10,8,3,10,5,0,2,13,2,17,6,0,7,1,20,10,2,12,32,6,0,1,0,17,4,3,0,3,1,0,17,16,4,2,32,0,0,6,0,3,9,2,11,0,1,2,5,1,0,may-2024,2024-05-01,330,0
LIBYA,Africa,Northern Africa,NA,331,99,47,63,166,NA,0,56,75,22,0,1,0,0,3,4,12,49,50,5,4,1,18,5,0,0,2,1,14,6,3,3,2,11,2,2,25,4,11,0,1,0,7,1,0,0,3,5,0,21,41,3,14,4,0,0,1,2,2,45,0,11,0,1,22,0,4,5,may-2024,2024-05-01,430,0
LIECHTENSTEIN,Europe,Western Europe,NA,6,4,2,6,1,NA,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,may-2024,2024-05-01,10,0
LITHUANIA,Europe,Northern Europe,NA,213,172,20,203,32,NA,0,8,65,7,1,0,49,0,0,0,11,51,4,12,2,0,33,10,0,0,3,1,25,6,4,3,4,41,5,3,6,6,3,0,0,0,14,0,0,2,8,3,0,48,11,5,0,16,0,4,1,1,5,12,1,10,0,1,5,1,1,3,may-2024,2024-05-01,385,0
LUXEMBOURG,Europe,Western Europe,NA,62,46,5,59,9,NA,0,2,20,5,0,0,7,0,0,0,7,23,1,2,0,0,5,1,0,1,0,0,1,1,0,1,0,14,1,1,1,0,1,0,0,0,6,0,0,0,0,1,1,19,5,1,0,0,0,1,3,0,1,5,1,1,0,0,0,1,1,0,may-2024,2024-05-01,108,1
MACAU,Asia,Eastern Asia,NA,182,181,17,184,31,NA,0,1,110,10,0,0,10,0,1,0,8,106,0,4,0,1,5,9,0,1,0,1,10,9,2,0,0,49,7,1,8,1,2,1,1,1,2,0,0,1,5,0,1,66,11,0,0,14,0,4,0,0,1,8,1,5,0,0,14,2,0,0,may-2024,2024-05-01,363,0
MACEDONIA,Europe,Southern Europe,NA,140,128,23,135,37,NA,0,6,43,18,0,0,6,0,0,0,4,17,8,1,2,0,15,3,0,0,2,0,32,5,0,0,0,20,3,1,19,4,4,0,3,0,7,0,1,1,12,1,0,37,12,0,4,12,0,2,2,0,9,10,3,1,0,1,2,6,2,0,may-2024,2024-05-01,268,0
MADAGASCAR,Africa,Eastern Africa,NA,164,134,67,93,40,NA,0,12,55,27,0,0,4,0,1,1,6,61,0,0,1,0,4,1,0,0,2,5,13,8,3,7,3,6,6,1,29,7,0,0,2,1,2,0,2,1,5,2,0,14,4,3,3,14,0,2,7,1,1,21,10,10,0,0,26,1,1,0,may-2024,2024-05-01,298,0
MALAWI,Africa,Eastern Africa,NA,330,351,136,160,83,NA,0,5,266,16,0,0,15,0,13,7,33,27,20,14,5,5,17,15,0,1,13,6,15,32,7,7,4,21,23,4,51,15,16,0,4,1,9,2,53,2,2,3,1,18,54,11,9,32,0,1,6,1,7,26,4,11,0,1,39,9,3,1,may-2024,2024-05-01,681,0
MALAYSIA,Asia,South-Eastern Asia,NA,2463,1956,130,2686,491,NA,0,17,953,95,10,12,23,0,11,20,112,770,42,39,14,8,92,71,0,13,204,14,169,148,89,38,21,226,43,8,297,148,63,0,6,1,45,7,88,9,59,4,7,309,189,94,57,187,0,14,9,15,22,134,31,53,0,3,159,243,10,4,may-2024,2024-05-01,4419,2
MALDIVES,Asia,Southern Asia,NA,94,18,0,17,1,NA,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,73,0,0,0,2,0,2,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,2,0,0,0,0,0,21,0,0,0,1,0,0,0,0,may-2024,2024-05-01,112,89
MALI,Africa,Western Africa,NA,191,123,54,137,12,NA,0,36,55,3,0,2,15,0,2,1,5,14,0,1,6,8,11,18,0,0,2,0,7,6,3,3,3,10,9,10,8,11,4,0,0,0,8,1,3,1,12,0,0,26,10,3,2,23,0,0,0,0,3,44,20,8,1,0,4,1,1,1,may-2024,2024-05-01,314,0
MALTA,Europe,Southern Europe,NA,49,38,3,56,5,NA,0,1,13,4,0,0,5,0,1,0,1,17,1,1,1,0,3,5,0,1,0,0,5,1,0,0,0,12,0,0,0,3,0,0,0,0,1,0,0,1,4,0,0,22,1,0,1,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,may-2024,2024-05-01,87,0
MARSHALL ISLANDS,Australia&Pacific Islands,Micronesia,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,may-2024,2024-05-01,0,0
MARTINIQUE,North America,Caribbean,NA,2,3,0,4,0,NA,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,may-2024,2024-05-01,5,0
